Genome ID,Collection Year,Isolation Country,Host Name,Host Common Name,Host Group,Country Code
595_140,2008,USA,Horse,Horse,Nonhuman Mammal,USA
590_12395,2015,USA,Cow,Cow,Nonhuman Mammal,USA
54388_397,2015,Cambodia,Human,,,KHM
590_12276,2015,USA,Cow,Cow,Nonhuman Mammal,USA
90370_3579,2015,Nepal,Human,Human,Human,NPL
90371_5415,2012,Vietnam,Duck,,,VNM
149539_892,1995,USA,Human,Human,Human,USA
90370_2962,2008,Bangladesh,Human,Human,Human,BGD
590_12457,2015,USA,Cow,Cow,Nonhuman Mammal,USA
90371_5323,2012,Vietnam,Duck,,,VNM
90370_4806,2016,Nepal,Human,,,NPL
85569_267,2003,United Kingdom,Cow,Cow,Nonhuman Mammal,GBR
28901_3870,2014,USA,Horse,Horse,Nonhuman Mammal,USA
54388_122,1968,Cambodia,Human,Human,Human,KHM
28901_833,2011,USA,Human,Human,Human,USA
590_12595,2015,USA,Pig,Pig,Nonhuman Mammal,USA
90371_2474,2011,USA,Human,Human,Human,USA
90370_2876,2012,Bangladesh,Human,Human,Human,BGD
598_26,2010,USA,Horse,Horse,Nonhuman Mammal,USA
85569_237,1998,United Kingdom,Cow,Cow,Nonhuman Mammal,GBR
90371_6242,2021,India,Human,Human,Human,IND
149539_895,1981,USA,Human,Human,Human,USA
90370_2794,2006,Bangladesh,Human,Human,Human,BGD
90370_2963,2008,Bangladesh,Human,Human,Human,BGD
28901_21075,2019,Germany,Human,,,DEU
90370_3484,2011,Nepal,Human,Human,Human,NPL
90370_4875,2011,Nepal,Human,,,NPL
90370_3461,2013,Nepal,Human,Human,Human,NPL
59201_4094,2020,Cambodia,Human,,,KHM
54388_189,2014,Nepal,Human,Human,Human,NPL
90370_2916,2008,Bangladesh,Human,Human,Human,BGD
90371_5348,2012,Vietnam,Duck,,,VNM
90370_3206,2012,Bangladesh,Human,Human,Human,BGD
85569_29,2001,Canada,Human,Human,Human,CAN
90370_3334,2011,Nepal,Human,Human,Human,NPL
90371_5265,2011,Vietnam,Human,,,VNM
590_15240,2014,USA,Cow,Cow,Nonhuman Mammal,USA
595_125,2015,Switzerland,Human,Human,Human,CHE
90370_4929,2010,Nepal,Human,,,NPL
90371_5394,2013,Vietnam,Human,,,VNM
590_12531,2015,USA,Pig,Pig,Nonhuman Mammal,USA
85569_348,2001,Canada,Human,Human,Human,CAN
590_12620,2015,USA,Pig,Pig,Nonhuman Mammal,USA
590_12539,2015,USA,Pig,Pig,Nonhuman Mammal,USA
28901_21408,2016,Australia,Human,,,AUS
590_12548,2015,USA,Pig,Pig,Nonhuman Mammal,USA
590_12603,2015,USA,Pig,Pig,Nonhuman Mammal,USA
90370_4831,2016,Nepal,Human,,,NPL
54388_128,1949,Iran,Human,Human,Human,IRN
90370_2491,2010,Bangladesh,Human,,,BGD
90370_2534,2013,Bangladesh,Human,,,BGD
90370_3083,2013,Bangladesh,Human,Human,Human,BGD
90370_3197,2013,Bangladesh,Human,Human,Human,BGD
590_12381,2015,USA,Pig,Pig,Nonhuman Mammal,USA
90370_3445,2016,Nepal,Human,Human,Human,NPL
90371_5356,2012,Vietnam,Chicken,,,VNM
90371_5339,2012,Vietnam,Duck,,,VNM
600_44,2008,USA,Horse,Horse,Nonhuman Mammal,USA
90370_3519,2009,Nepal,Human,Human,Human,NPL
90370_3050,2012,Bangladesh,Human,Human,Human,BGD
90370_3424,2016,Nepal,Human,Human,Human,NPL
590_12245,2015,USA,Pig,Pig,Nonhuman Mammal,USA
90370_5535,2016,India,Human,,,IND
149391_30,2008,USA,Horse,Horse,Nonhuman Mammal,USA
90370_506,1992,Papua New Guinea,Human,Human,Human,PNG
85569_83,1995,United Kingdom,Human,Human,Human,GBR
90371_5267,2009,Vietnam,Human,,,VNM
90370_4903,2009,Nepal,Human,,,NPL
90370_2872,2007,Bangladesh,Human,Human,Human,BGD
54388_327,2013,Cambodia,Human,Human,Human,KHM
90370_4862,2012,Nepal,Human,,,NPL
149539_889,1981,USA,Human,Human,Human,USA
90371_2943,2012,USA,Horse,Horse,Nonhuman Mammal,USA
399587_86,2016,Portugal,Pig,Pig,Nonhuman Mammal,PRT
590_12602,2015,USA,Cow,Cow,Nonhuman Mammal,USA
90370_3136,2012,Bangladesh,Human,Human,Human,BGD
590_12270,2015,USA,Chicken,Chicken,Avian,USA
192955_416,2004,Egypt,Human,Human,Human,EGY
90370_3185,2012,Bangladesh,Human,Human,Human,BGD
90370_4885,2010,Nepal,Human,,,NPL
90371_5401,2010,Vietnam,Human,,,VNM
590_12529,2015,USA,Cow,Cow,Nonhuman Mammal,USA
149391_21,2007,USA,Horse,Horse,Nonhuman Mammal,USA
590_12301,2015,USA,Chicken,Chicken,Avian,USA
90370_4828,2016,Nepal,Human,,,NPL
363569_42,2012,USA,Horse,Horse,Nonhuman Mammal,USA
90371_5351,2012,Vietnam,Chicken,,,VNM
90370_4845,2013,Nepal,Human,,,NPL
149391_41,2010,USA,Horse,Horse,Nonhuman Mammal,USA
54388_389,2015,Cambodia,Human,,,KHM
90370_3005,2005,Bangladesh,Human,Human,Human,BGD
90370_4813,2016,Nepal,Human,,,NPL
590_12430,2015,USA,Pig,Pig,Nonhuman Mammal,USA
90370_5230,2016,India,Human,,,IND
90370_2980,2013,Bangladesh,Human,Human,Human,BGD
90370_2485,1999,Bangladesh,Human,,,BGD
590_12188,2015,USA,Cow,Cow,Nonhuman Mammal,USA
90370_4907,2009,Nepal,Human,,,NPL
85569_119,1992,United Kingdom,Human,Human,Human,GBR
85569_98,1995,United Kingdom,Human,Human,Human,GBR
590_12285,2015,USA,Pig,Pig,Nonhuman Mammal,USA
90371_5482,2014,Congo,Human,,,COG
486994_11,2016,Australia,Human,Human,Human,AUS
90370_3180,2011,Bangladesh,Human,Human,Human,BGD
90371_5375,2012,Vietnam,Pig,,,VNM
90371_5503,2014,Congo,Human,,,COG
90370_4917,2009,Nepal,Human,,,NPL
90370_2877,2008,Bangladesh,Human,Human,Human,BGD
28901_10094,2015,USA,Human,Human,Human,USA
85569_314,1994,United Kingdom,Horse,Horse,Nonhuman Mammal,GBR
90370_3462,2014,Nepal,Human,Human,Human,NPL
90370_3048,2010,Bangladesh,Human,Human,Human,BGD
54388_304,2013,Cambodia,Human,Human,Human,KHM
90370_2836,2012,Bangladesh,Human,Human,Human,BGD
28901_16307,2014,USA,Human,,,USA
90371_5419,2012,Vietnam,Duck,,,VNM
90370_3458,2013,Nepal,Human,Human,Human,NPL
590_12480,2015,USA,Cow,Cow,Nonhuman Mammal,USA
90371_2475,2011,USA,Human,Human,Human,USA
590_12543,2015,USA,Chicken,Chicken,Avian,USA
90370_4846,2014,Nepal,Human,,,NPL
90370_5021,2016,Pakistan,Human,,,PAK
90370_2940,2000,Bangladesh,Human,Human,Human,BGD
192955_369,2010,Morocco,Human,Human,Human,MAR
596_67,2009,USA,Horse,Horse,Nonhuman Mammal,USA
85569_143,1995,United Kingdom,Human,Human,Human,GBR
90370_2948,2000,Bangladesh,Human,Human,Human,BGD
90370_2955,2008,Bangladesh,Human,Human,Human,BGD
90370_2925,2001,Bangladesh,Human,Human,Human,BGD
590_12277,2015,USA,Turkey,Turkey,Avian,USA
90370_4811,2016,Nepal,Human,,,NPL
28901_10079,2009,USA,Pig,Pig,Nonhuman Mammal,USA
595_141,2008,USA,Horse,Horse,Nonhuman Mammal,USA
85569_43,2001,Canada,Human,Human,Human,CAN
90370_441,2010,Papua New Guinea,Human,Human,Human,PNG
90370_3524,2009,Nepal,Human,Human,Human,NPL
90370_4815,2016,Nepal,Human,,,NPL
85569_75,1995,United Kingdom,Human,Human,Human,GBR
590_12579,2015,USA,Pig,Pig,Nonhuman Mammal,USA
90370_3548,2011,Nepal,Human,Human,Human,NPL
90370_4879,2011,Nepal,Human,,,NPL
85569_224,1997,United Kingdom,Cow,Cow,Nonhuman Mammal,GBR
590_15611,2014,USA,Pig,Pig,Nonhuman Mammal,USA
90370_2864,2011,Bangladesh,Human,Human,Human,BGD
590_12305,2015,USA,Chicken,Chicken,Avian,USA
90371_5486,2014,Congo,Human,,,COG
90370_3315,2014,Nepal,Human,Human,Human,NPL
590_12522,2015,USA,Cow,Cow,Nonhuman Mammal,USA
90370_3537,2010,Nepal,Human,Human,Human,NPL
108619_47,2009,USA,Cow,Cow,Nonhuman Mammal,USA
54388_341,2010,China,Human,Human,Human,CHN
90370_4919,2010,Nepal,Human,,,NPL
58712_59,2015,USA,Horse,Horse,Nonhuman Mammal,USA
90370_2523,2002,Bangladesh,Human,,,BGD
85569_19,2000,Canada,Human,Human,Human,CAN
90370_2720,2000,Bangladesh,Human,Human,Human,BGD
59201_4127,2007,USA,Human,,,USA
149539_1592,2017,Australia,Human,Human,Human,AUS
192955_404,2006,Ethiopia,Chicken,Chicken,Avian,ETH
90371_5437,2007,Congo,Human,,,COG
192955_407,2010,Djibouti,Human,Human,Human,DJI
90370_3543,2011,Nepal,Human,Human,Human,NPL
590_12363,2015,USA,Pig,Pig,Nonhuman Mammal,USA
590_12282,2015,USA,Pig,Pig,Nonhuman Mammal,USA
90370_4993,2015,Greece,Human,,,GRC
90371_5242,2009,Vietnam,Human,,,VNM
90370_3563,2013,Nepal,Human,Human,Human,NPL
90370_4878,2011,Nepal,Human,,,NPL
90370_3583,2015,Nepal,Human,Human,Human,NPL
90371_5399,2012,Vietnam,Chicken,,,VNM
90371_885,2007,China,Human,Human,Human,CHN
90371_2125,2009,USA,Cow,Cow,Nonhuman Mammal,USA
28901_10075,2009,USA,Human,Human,Human,USA
90370_2749,2007,Bangladesh,Human,Human,Human,BGD
90371_5463,2013,Congo,Human,,,COG
90370_3430,2016,Nepal,Human,Human,Human,NPL
28901_804,2012,USA,Human,Human,Human,USA
90370_3044,2013,Bangladesh,Human,Human,Human,BGD
28901_772,2011,USA,Human,Human,Human,USA
590_12322,2015,USA,Cow,Cow,Nonhuman Mammal,USA
590_12205,2015,USA,Pig,Pig,Nonhuman Mammal,USA
90370_2734,2007,Bangladesh,Human,Human,Human,BGD
90370_3408,2016,Nepal,Human,Human,Human,NPL
85569_168,1991,United Kingdom,Human,Human,Human,GBR
590_12299,2015,USA,Pig,Pig,Nonhuman Mammal,USA
90371_6238,2021,India,Human,Human,Human,IND
192955_366,2013,Algeria,Human,Human,Human,DZA
90370_3178,2009,Bangladesh,Human,Human,Human,BGD
85569_186,1997,United Kingdom,Cow,Cow,Nonhuman Mammal,GBR
90370_4788,2016,Nepal,Human,,,NPL
90370_4958,2013,Nepal,Human,,,NPL
90370_3431,2016,Nepal,Human,Human,Human,NPL
90370_3551,2013,Nepal,Human,Human,Human,NPL
85569_258,2003,United Kingdom,Human,Human,Human,GBR
90371_5426,2012,Vietnam,Chicken,,,VNM
486990_7,2010,USA,Horse,Horse,Nonhuman Mammal,USA
85569_21,1999,Canada,Human,Human,Human,CAN
108619_141,2011,USA,Horse,Horse,Nonhuman Mammal,USA
590_14489,2014,USA,Chicken,Chicken,Avian,USA
59201_4099,2020,Cambodia,Human,,,KHM
90371_886,1995,China,Human,Human,Human,CHN
90370_5507,2013,Cambodia,Human,,,KHM
90371_5493,2015,Congo,Human,,,COG
590_12503,2015,USA,Cow,Cow,Nonhuman Mammal,USA
90370_3528,2009,Nepal,Human,Human,Human,NPL
90370_3040,2008,Bangladesh,Human,Human,Human,BGD
590_12337,2015,USA,Pig,Pig,Nonhuman Mammal,USA
90370_5213,2016,Nepal,Human,,,NPL
28901_10081,2009,USA,Human,Human,Human,USA
590_12428,2015,USA,Cow,Cow,Nonhuman Mammal,USA
90370_2969,2013,Bangladesh,Human,Human,Human,BGD
90371_5346,2012,Vietnam,Duck,,,VNM
90370_2932,1999,Bangladesh,Human,Human,Human,BGD
590_12590,2015,USA,Pig,Pig,Nonhuman Mammal,USA
90370_4809,2016,Nepal,Human,,,NPL
90371_5347,2012,Vietnam,Duck,,,VNM
90371_5330,2012,Vietnam,Duck,,,VNM
90370_2714,2005,Bangladesh,Human,Human,Human,BGD
90370_3097,2010,Bangladesh,Human,Human,Human,BGD
108619_89,2009,USA,Human,Human,Human,USA
90370_3025,2009,Bangladesh,Human,Human,Human,BGD
108619_86,2008,USA,Human,Human,Human,USA
90370_4843,2014,Nepal,Human,,,NPL
590_12498,2015,USA,Cow,Cow,Nonhuman Mammal,USA
90371_5408,2012,Vietnam,Duck,,,VNM
90370_3304,2014,Nepal,Human,Human,Human,NPL
90370_3032,2009,Bangladesh,Human,Human,Human,BGD
85569_350,2000,Canada,Human,Human,Human,CAN
85569_27,2000,Canada,Human,Human,Human,CAN
90370_3056,2013,Bangladesh,Human,Human,Human,BGD
90370_3550,2013,Nepal,Human,Human,Human,NPL
90371_5372,2012,Vietnam,Pig,,,VNM
85569_46,1993,United Kingdom,Human,Human,Human,GBR
54388_345,2011,China,Human,Human,Human,CHN
90370_5476,2010,Cambodia,Human,,,KHM
90370_3319,2009,Nepal,Human,Human,Human,NPL
90370_4910,2009,Nepal,Human,,,NPL
90371_889,2006,China,Human,Human,Human,CHN
85569_185,1992,United Kingdom,Human,Human,Human,GBR
90370_2865,2007,Bangladesh,Human,Human,Human,BGD
90371_5284,2008,Vietnam,Human,,,VNM
149391_40,2010,USA,Horse,Horse,Nonhuman Mammal,USA
90370_2899,2013,Bangladesh,Human,Human,Human,BGD
90370_4876,2011,Nepal,Human,,,NPL
90370_3010,2009,Bangladesh,Human,Human,Human,BGD
85569_67,1995,United Kingdom,Human,Human,Human,GBR
192955_434,1975,Senegal,Human,Human,Human,SEN
90371_2473,2010,USA,Human,Human,Human,USA
28901_16266,2015,USA,Pig,,,USA
590_12249,2015,USA,Cow,Cow,Nonhuman Mammal,USA
90370_3521,2009,Nepal,Human,Human,Human,NPL
90370_3141,1999,Bangladesh,Human,Human,Human,BGD
58096_44,2008,USA,Horse,Horse,Nonhuman Mammal,USA
90370_3396,2016,Nepal,Human,Human,Human,NPL
90370_3167,2007,Bangladesh,Human,Human,Human,BGD
90370_3493,2010,Nepal,Human,Human,Human,NPL
90371_6240,2021,India,Human,Human,Human,IND
90370_4914,2009,Nepal,Human,,,NPL
85569_11,2000,Canada,Human,Human,Human,CAN
90371_5424,2012,Vietnam,Duck,,,VNM
90370_4902,2014,Nepal,Human,,,NPL
98360_89,2010,USA,Human,Human,Human,USA
54388_252,2016,Nepal,Human,Human,Human,NPL
85569_370,2003,United Kingdom,Pig,Pig,Nonhuman Mammal,GBR
590_12238,2015,USA,Pig,Pig,Nonhuman Mammal,USA
90370_5484,2011,Cambodia,Human,,,KHM
54388_379,2015,Cambodia,Human,,,KHM
90370_5568,2015,Pakistan,Human,,,PAK
90370_3164,2008,Bangladesh,Human,Human,Human,BGD
590_12515,2015,USA,Pig,Pig,Nonhuman Mammal,USA
28901_21080,2019,Germany,Human,,,DEU
90370_4936,2011,Nepal,Human,,,NPL
90370_2849,2005,Bangladesh,Human,Human,Human,BGD
90370_5504,2013,Cambodia,Human,,,KHM
590_17116,2014,USA,Pig,Pig,Nonhuman Mammal,USA
90371_5473,2014,Congo,Human,,,COG
590_12541,2015,USA,Cow,Cow,Nonhuman Mammal,USA
90370_2512,2007,Bangladesh,Human,,,BGD
85569_268,1994,United Kingdom,Cow,Cow,Nonhuman Mammal,GBR
590_12496,2015,USA,Cow,Cow,Nonhuman Mammal,USA
90370_2838,2013,Bangladesh,Human,Human,Human,BGD
590_12616,2015,USA,Cow,Cow,Nonhuman Mammal,USA
590_12432,2015,USA,Pig,Pig,Nonhuman Mammal,USA
90371_3757,2012,Australia,Human,Human,Human,AUS
590_12518,2015,USA,Chicken,Chicken,Avian,USA
149391_28,2008,USA,Horse,Horse,Nonhuman Mammal,USA
28901_21064,2017,Germany,Human,,,DEU
90370_2840,2006,Bangladesh,Human,Human,Human,BGD
90371_6219,2021,India,Human,Human,Human,IND
85569_129,1994,United Kingdom,Human,Human,Human,GBR
590_12226,2015,USA,Pig,Pig,Nonhuman Mammal,USA
90370_4908,2009,Nepal,Human,,,NPL
90370_4785,2016,Nepal,Human,,,NPL
90371_5380,2012,Vietnam,Pig,,,VNM
90370_2965,2008,Bangladesh,Human,Human,Human,BGD
90370_3574,2014,Nepal,Human,Human,Human,NPL
59201_4089,2020,Cambodia,Human,,,KHM
590_17127,2014,USA,Pig,Pig,Nonhuman Mammal,USA
90371_5383,2012,Vietnam,Pig,,,VNM
85569_357,2000,Canada,Human,Human,Human,CAN
115981_60,2013,USA,Horse,Horse,Nonhuman Mammal,USA
108619_101,2011,USA,Human,Human,Human,USA
90371_5316,2009,Vietnam,Human,,,VNM
90370_2987,2009,Bangladesh,Human,Human,Human,BGD
54388_372,2012,Cambodia,Human,,,KHM
108619_176,2013,USA,Horse,Horse,Nonhuman Mammal,USA
90371_5422,2012,Vietnam,Duck,,,VNM
54388_233,2012,Nepal,Human,Human,Human,NPL
28901_21051,2017,Germany,Human,,,DEU
90370_3459,2013,Nepal,Human,Human,Human,NPL
590_12396,2015,USA,Pig,Pig,Nonhuman Mammal,USA
90370_2860,2005,Bangladesh,Human,Human,Human,BGD
58712_86,2012,USA,Horse,Horse,Nonhuman Mammal,USA
98360_73,2008,USA,Cow,Cow,Nonhuman Mammal,USA
590_12191,2015,USA,Cow,Cow,Nonhuman Mammal,USA
58097_44,2013,USA,Horse,Horse,Nonhuman Mammal,USA
85569_232,1996,United Kingdom,Human,Human,Human,GBR
90370_4834,2016,Nepal,Human,,,NPL
590_12192,2015,USA,Pig,Pig,Nonhuman Mammal,USA
90370_4795,2016,Nepal,Human,,,NPL
85569_361,2002,Canada,Human,Human,Human,CAN
28901_9243,2016,USA,Human,Human,Human,USA
90370_2764,2006,Bangladesh,Human,Human,Human,BGD
90370_3523,2009,Nepal,Human,Human,Human,NPL
90370_261,2007,Papua New Guinea,Human,Human,Human,PNG
590_12434,2015,USA,Chicken,Chicken,Avian,USA
90370_3033,2009,Bangladesh,Human,Human,Human,BGD
90370_4822,2016,Nepal,Human,,,NPL
90371_5432,2012,Vietnam,Duck,,,VNM
90371_5507,2014,Congo,Human,,,COG
590_12234,2015,USA,Pig,Pig,Nonhuman Mammal,USA
90370_2927,2001,Bangladesh,Human,Human,Human,BGD
90370_3608,2012,Nepal,Human,Human,Human,NPL
90370_2680,2001,Bangladesh,Human,Human,Human,BGD
90370_3182,2012,Bangladesh,Human,Human,Human,BGD
108619_40,2009,USA,Cow,Cow,Nonhuman Mammal,USA
54388_105,1928,Denmark,Human,Human,Human,DNK
590_12501,2015,USA,Pig,Pig,Nonhuman Mammal,USA
98360_98,2008,USA,Human,Human,Human,USA
90370_3499,2011,Nepal,Human,Human,Human,NPL
90370_2501,2013,Bangladesh,Human,,,BGD
28901_9234,2015,USA,Human,Human,Human,USA
90371_5402,2012,Vietnam,Duck,,,VNM
90371_2934,2008,USA,Horse,Horse,Nonhuman Mammal,USA
149391_48,2008,USA,Horse,Horse,Nonhuman Mammal,USA
90371_2939,2009,USA,Horse,Horse,Nonhuman Mammal,USA
48409_29,2016,Australia,Human,Human,Human,AUS
90370_1445,1998,Papua New Guinea,Human,Human,Human,PNG
90371_5420,2012,Vietnam,Duck,,,VNM
54388_216,2009,Nepal,Human,Human,Human,NPL
90370_4796,2016,Nepal,Human,,,NPL
149539_886,1977,USA,Human,Human,Human,USA
90370_2702,2005,Bangladesh,Human,Human,Human,BGD
90370_2713,1999,Bangladesh,Human,Human,Human,BGD
90371_5291,2008,Vietnam,Human,,,VNM
85569_133,1996,United Kingdom,Human,Human,Human,GBR
590_12438,2015,USA,Pig,Pig,Nonhuman Mammal,USA
590_12454,2015,USA,Pig,Pig,Nonhuman Mammal,USA
90371_5403,2012,Vietnam,Duck,,,VNM
90370_3468,2013,Nepal,Human,Human,Human,NPL
90370_4807,2016,Nepal,Human,,,NPL
590_13954,2014,USA,Pig,Pig,Nonhuman Mammal,USA
90370_2809,2010,Bangladesh,Human,Human,Human,BGD
590_12487,2015,USA,Chicken,Chicken,Avian,USA
90370_1619,2010,Papua New Guinea,Human,Human,Human,PNG
90370_2884,2006,Bangladesh,Human,Human,Human,BGD
90370_4925,2010,Nepal,Human,,,NPL
59201_4085,2020,Cambodia,Human,,,KHM
90371_5462,2013,Congo,Human,,,COG
90370_3107,2010,Bangladesh,Human,Human,Human,BGD
590_12259,2015,USA,Pig,Pig,Nonhuman Mammal,USA
90370_3609,2012,Nepal,Human,Human,Human,NPL
90370_2727,2006,Bangladesh,Human,Human,Human,BGD
108619_183,2014,USA,Horse,Horse,Nonhuman Mammal,USA
85569_349,2001,Canada,Human,Human,Human,CAN
90370_2687,2001,Bangladesh,Human,Human,Human,BGD
90370_3575,2015,Nepal,Human,Human,Human,NPL
90371_6230,2022,India,Human,Human,Human,IND
